type,ga_weeks,ga_days,L,M,S,p3,p10,p50,p90,p97,-2SD,-1.5SD,±0SD,+1.5SD,+2SD
head,30,2,2.336,27.626,0.063,24.0,25.3,27.6,29.7,30.7,23.8,24.8,27.6,30.1,30.9
head,30,3,2.336,27.718,0.063,24.1,25.4,27.7,29.8,30.8,23.9,24.9,27.7,30.2,30.9
head,30,4,2.335,27.901,0.063,24.3,25.5,27.9,30.0,31.0,24.1,25.1,27.9,30.4,31.1
head,30,5,2.334,27.993,0.062,24.4,25.6,28.0,30.1,31.1,24.2,25.2,28.0,30.5,31.2
head,30,6,2.332,28.175,0.062,24.6,25.8,28.2,30.3,31.2,24.3,25.4,28.2,30.7,31.4
head,31,0,2.331,28.265,0.062,24.7,25.9,28.3,30.4,31.3,24.4,25.5,28.3,30.7,31.5
head,31,1,2.329,28.356,0.062,24.8,26.0,28.4,30.5,31.4,24.5,25.5,28.4,30.8,31.6
head,31,2,2.326,28.536,0.061,24.9,26.2,28.5,30.7,31.6,24.7,25.7,28.5,31.0,31.8
head,31,3,2.324,28.626,0.061,25.0,26.3,28.6,30.8,31.7,24.8,25.8,28.6,31.1,31.9
head,31,4,2.319,28.804,0.061,25.2,26.4,28.8,30.9,31.9,25.0,26.0,28.8,31.3,32.1
head,31,5,2.317,28.892,0.060,25.3,26.5,28.9,31.0,32.0,25.1,26.1,28.9,31.4,32.1
head,31,6,2.312,29.068,0.060,25.5,26.7,29.1,31.2,32.1,25.3,26.3,29.1,31.5,32.3
head,32,0,2.309,29.155,0.060,25.6,26.8,29.2,31.3,32.2,25.4,26.4,29.2,31.6,32.4
head,32,1,2.306,29.242,0.059,25.7,26.9,29.2,31.4,32.3,25.4,26.5,29.2,31.7,32.5
head,32,2,2.299,29.414,0.059,25.9,27.1,29.4,31.5,32.5,25.6,26.6,29.4,31.9,32.6
head,32,3,2.295,29.500,0.059,26.0,27.2,29.5,31.6,32.5,25.7,26.7,29.5,32.0,32.7
head,32,4,2.287,29.669,0.058,26.2,27.3,29.7,31.8,32.7,25.9,26.9,29.7,32.1,32.9
head,32,5,2.283,29.753,0.058,26.3,27.4,29.8,31.9,32.8,26.0,27.0,29.8,32.2,33.0
head,32,6,2.273,29.918,0.057,26.4,27.6,29.9,32.0,32.9,26.2,27.2,29.9,32.4,33.1
head,33,0,2.268,30.000,0.057,26.5,27.7,30.0,32.1,33.0,26.3,27.3,30.0,32.4,33.2
head,33,1,2.263,30.081,0.057,26.6,27.8,30.1,32.2,33.1,26.4,27.4,30.1,32.5,33.3
head,33,2,2.252,30.240,0.056,26.8,28.0,30.2,32.3,33.2,26.6,27.6,30.2,32.7,33.4
head,33,3,2.245,30.319,0.056,26.9,28.1,30.3,32.4,33.3,26.7,27.6,30.3,32.7,33.5
head,33,4,2.232,30.474,0.055,27.1,28.2,30.5,32.5,33.4,26.9,27.8,30.5,32.9,33.6
head,33,5,2.225,30.550,0.055,27.2,28.3,30.5,32.6,33.5,27.0,27.9,30.6,32.9,33.7
head,33,6,2.209,30.699,0.054,27.4,28.5,30.7,32.7,33.6,27.1,28.1,30.7,33.1,33.8
head,34,0,2.201,30.773,0.054,27.5,28.6,30.8,32.8,33.7,27.2,28.2,30.8,33.1,33.9
head,34,1,2.193,30.845,0.053,27.6,28.6,30.8,32.9,33.8,27.3,28.3,30.8,33.2,33.9
head,34,2,2.175,30.988,0.052,27.7,28.8,31.0,33.0,33.9,27.5,28.4,31.0,33.3,34.1
head,34,3,2.165,31.058,0.052,27.8,28.9,31.1,33.1,33.9,27.6,28.5,31.1,33.4,34.1
head,34,4,2.145,31.196,0.051,28.0,29.1,31.2,33.2,34.1,27.8,28.7,31.2,33.5,34.2
head,34,5,2.134,31.264,0.051,28.1,29.1,31.3,33.2,34.1,27.9,28.8,31.3,33.6,34.3
head,34,6,2.111,31.397,0.050,28.3,29.3,31.4,33.4,34.2,28.0,28.9,31.4,33.7,34.4
head,35,0,2.100,31.463,0.050,28.3,29.4,31.5,33.4,34.3,28.1,29.0,31.5,33.7,34.5
head,35,1,2.087,31.528,0.050,28.4,29.5,31.5,33.5,34.3,28.2,29.1,31.5,33.8,34.5
head,35,2,2.062,31.657,0.049,28.6,29.6,31.7,33.6,34.4,28.4,29.2,31.7,33.9,34.6
head,35,3,2.048,31.720,0.049,28.7,29.7,31.7,33.6,34.5,28.5,29.3,31.7,33.9,34.7
head,35,4,2.020,31.844,0.048,28.8,29.8,31.8,33.7,34.6,28.6,29.5,31.8,34.0,34.8
head,35,5,2.006,31.906,0.047,28.9,29.9,31.9,33.8,34.6,28.7,29.5,31.9,34.1,34.8
head,35,6,1.976,32.027,0.047,29.1,30.0,32.0,33.9,34.7,28.9,29.7,32.0,34.2,34.9
head,36,0,1.960,32.086,0.046,29.2,30.1,32.1,33.9,34.8,29.0,29.8,32.1,34.2,34.9
head,36,1,1.944,32.144,0.046,29.2,30.2,32.1,34.0,34.8,29.0,29.8,32.1,34.3,35.0
head,36,2,1.912,32.259,0.045,29.4,30.3,32.3,34.1,34.9,29.2,30.0,32.3,34.4,35.1
head,36,3,1.895,32.316,0.045,29.5,30.4,32.3,34.1,35.0,29.3,30.1,32.3,34.4,35.1
head,36,4,1.861,32.425,0.044,29.6,30.5,32.4,34.2,35.0,29.4,30.2,32.4,34.5,35.2
head,36,5,1.844,32.478,0.044,29.7,30.6,32.5,34.3,35.1,29.5,30.3,32.5,34.6,35.2
head,36,6,1.810,32.581,0.043,29.8,30.7,32.6,34.4,35.2,29.6,30.4,32.6,34.7,35.3
head,37,0,1.794,32.630,0.043,29.9,30.8,32.6,34.4,35.2,29.7,30.5,32.6,34.7,35.4
head,37,1,1.777,32.677,0.043,30.0,30.8,32.7,34.4,35.2,29.8,30.5,32.7,34.7,35.4
head,37,2,1.745,32.766,0.042,30.1,30.9,32.8,34.5,35.3,29.9,30.6,32.8,34.8,35.5
head,37,3,1.729,32.808,0.042,30.1,31.0,32.8,34.5,35.3,30.0,30.7,32.8,34.8,35.5
head,37,4,1.700,32.885,0.042,30.2,31.1,32.9,34.6,35.4,30.1,30.8,32.9,34.9,35.6
head,37,5,1.686,32.920,0.041,30.3,31.1,32.9,34.6,35.4,30.1,30.8,32.9,34.9,35.6
head,37,6,1.661,32.983,0.041,30.4,31.2,33.0,34.7,35.5,30.2,30.9,33.0,35.0,35.6
head,38,0,1.649,33.011,0.041,30.4,31.2,33.0,34.7,35.5,30.2,30.9,33.0,35.0,35.6
head,38,1,1.638,33.037,0.041,30.4,31.3,33.0,34.7,35.5,30.3,31.0,33.0,35.0,35.7
head,38,2,1.619,33.083,0.041,30.5,31.3,33.1,34.8,35.5,30.3,31.0,33.1,35.1,35.7
head,38,3,1.611,33.103,0.040,30.5,31.4,33.1,34.8,35.6,30.4,31.1,33.1,35.1,35.7
head,38,4,1.595,33.140,0.040,30.6,31.4,33.1,34.8,35.6,30.4,31.1,33.1,35.1,35.7
head,38,5,1.587,33.157,0.040,30.6,31.4,33.2,34.8,35.6,30.4,31.1,33.2,35.1,35.8
head,38,6,1.573,33.189,0.040,30.6,31.5,33.2,34.9,35.6,30.5,31.2,33.2,35.1,35.8
head,39,0,1.566,33.206,0.040,30.7,31.5,33.2,34.9,35.6,30.5,31.2,33.2,35.2,35.8
head,39,1,1.559,33.222,0.040,30.7,31.5,33.2,34.9,35.7,30.5,31.2,33.2,35.2,35.8
head,39,2,1.544,33.256,0.040,30.7,31.5,33.3,34.9,35.7,30.6,31.2,33.3,35.2,35.8
head,39,3,1.537,33.273,0.039,30.7,31.6,33.3,34.9,35.7,30.6,31.3,33.3,35.2,35.8
head,39,4,1.520,33.311,0.039,30.8,31.6,33.3,35.0,35.7,30.6,31.3,33.3,35.2,35.9
head,39,5,1.511,33.331,0.039,30.8,31.6,33.3,35.0,35.7,30.7,31.3,33.3,35.3,35.9
head,39,6,1.492,33.374,0.039,30.9,31.7,33.4,35.0,35.8,30.7,31.4,33.4,35.3,35.9
head,40,0,1.482,33.397,0.039,30.9,31.7,33.4,35.0,35.8,30.7,31.4,33.4,35.3,35.9
head,40,1,1.472,33.420,0.039,30.9,31.7,33.4,35.1,35.8,30.8,31.4,33.4,35.3,36.0
head,40,2,1.450,33.470,0.039,31.0,31.8,33.5,35.1,35.9,30.8,31.5,33.5,35.4,36.0
head,40,3,1.439,33.496,0.038,31.0,31.8,33.5,35.1,35.9,30.9,31.5,33.5,35.4,36.0
head,40,4,1.415,33.550,0.038,31.1,31.9,33.5,35.2,35.9,30.9,31.6,33.5,35.4,36.1
head,40,5,1.403,33.577,0.038,31.1,31.9,33.6,35.2,35.9,31.0,31.6,33.6,35.5,36.1
head,40,6,1.378,33.633,0.038,31.2,32.0,33.6,35.2,36.0,31.1,31.7,33.6,35.5,36.1
head,41,0,1.365,33.662,0.038,31.2,32.0,33.7,35.3,36.0,31.1,31.7,33.7,35.5,36.2
head,41,1,1.353,33.691,0.038,31.3,32.1,33.7,35.3,36.0,31.1,31.8,33.7,35.6,36.2
head,41,2,1.327,33.749,0.037,31.4,32.1,33.7,35.3,36.1,31.2,31.8,33.7,35.6,36.2
head,41,3,1.314,33.779,0.037,31.4,32.2,33.8,35.4,36.1,31.2,31.9,33.8,35.6,36.3
head,41,4,1.288,33.838,0.037,31.5,32.2,33.8,35.4,36.2,31.3,32.0,33.8,35.7,36.3
head,41,5,1.275,33.867,0.037,31.5,32.3,33.9,35.5,36.2,31.4,32.0,33.9,35.7,36.3
head,41,6,1.249,33.927,0.036,31.6,32.3,33.9,35.5,36.2,31.4,32.1,33.9,35.8,36.4
